point_id,session_id,ai_id,vector_name,self_assessed,grounded,gap,domain,goal_id,timestamp
43806730-175a-4c19-80a8-c3e7df12cc1b,a46e16f8-5f07-4571-95f0-2ba416264a5d,claude-code,completion,0.95,1.0,-0.05,,,1769943775.850366
230761e8-7e61-400e-b98d-dbf597d51c0c,a46e16f8-5f07-4571-95f0-2ba416264a5d,claude-code,impact,0.8,,,,,1769943775.850366
c371dbd2-473a-4011-a43c-bd53c44234b7,a46e16f8-5f07-4571-95f0-2ba416264a5d,claude-code,uncertainty,0.12,0.27272727272727276,-0.1527,,,1769943775.850366
fce35859-e026-462c-b841-df553838ee41,bdc94bf1-274e-413c-b6f4-cc8b970b97f9,claude-code,know,0.85,,,,,1769945929.796347
1c51eb66-06a1-4a9c-9d4c-0623af987696,bdc94bf1-274e-413c-b6f4-cc8b970b97f9,claude-code,do,0.0,,,,,1769945929.796347
cf69acd8-dfaa-41ca-a8a0-47c78813b694,bdc94bf1-274e-413c-b6f4-cc8b970b97f9,claude-code,context,0.8,1.0,-0.2,,,1769945929.796347
43fffa98-0cea-4009-823c-54bee0eb3b61,bdc94bf1-274e-413c-b6f4-cc8b970b97f9,claude-code,clarity,0.9,,,,,1769945929.796347
11be2f53-d1b5-4262-93ee-7a2473d2a6e4,bdc94bf1-274e-413c-b6f4-cc8b970b97f9,claude-code,signal,0.8,,,,,1769945929.796347
fb96059d-12d5-44ef-a61e-90834b50a8bf,bdc94bf1-274e-413c-b6f4-cc8b970b97f9,claude-code,state,0.8,,,,,1769945929.796347
f15f1292-25cd-4d46-bea9-eca32327af72,bdc94bf1-274e-413c-b6f4-cc8b970b97f9,claude-code,change,0.3,,,,,1769945929.796347
96e61bcf-e19b-4d48-8d58-5b37910b40b9,bdc94bf1-274e-413c-b6f4-cc8b970b97f9,claude-code,completion,0.9,,,,,1769945929.796347
c3e897c7-bb15-46e5-8c55-591af7bccb4c,bdc94bf1-274e-413c-b6f4-cc8b970b97f9,claude-code,impact,0.7,,,,,1769945929.796347
090de773-1bde-4ed2-b920-2860808c7199,bdc94bf1-274e-413c-b6f4-cc8b970b97f9,claude-code,uncertainty,0.15,,,,,1769945929.796347
29c98899-7e76-4b71-b6f4-990c9bd58db4,95fb76e8-d82b-46f0-8c49-69a33a7495db,claude-code,know,0.88,,,,,1769948860.308325
4aff1ddb-6597-418a-af3b-051d203f580b,95fb76e8-d82b-46f0-8c49-69a33a7495db,claude-code,do,0.85,0.0,0.85,,,1769948860.308325
fd19f9fc-e11b-482a-ae6c-16454d23f1aa,95fb76e8-d82b-46f0-8c49-69a33a7495db,claude-code,context,0.9,,,,,1769948860.308325
fb8ad551-78ab-4308-8f9d-b1ce89520178,95fb76e8-d82b-46f0-8c49-69a33a7495db,claude-code,clarity,0.9,,,,,1769948860.308325
4e9d6840-5e5d-4866-a25a-d9ae651599e8,95fb76e8-d82b-46f0-8c49-69a33a7495db,claude-code,signal,0.85,,,,,1769948860.308325
46794757-b665-46c3-a4e3-e790bb4e4007,95fb76e8-d82b-46f0-8c49-69a33a7495db,claude-code,state,0.85,,,,,1769948860.308325
7328be70-25c7-40ee-935b-cac44c02bbb5,95fb76e8-d82b-46f0-8c49-69a33a7495db,claude-code,change,0.5,,,,,1769948860.308325
30d4cdd3-c58b-40b0-9fdc-f7e6121701a6,95fb76e8-d82b-46f0-8c49-69a33a7495db,claude-code,completion,0.3,0.0,0.3,,,1769948860.308325
d24b76d3-6710-4ff3-b9c1-91ae0a6803d5,95fb76e8-d82b-46f0-8c49-69a33a7495db,claude-code,impact,0.85,,,,,1769948860.308325
3e174952-c464-4f99-a086-08140bcf3b94,95fb76e8-d82b-46f0-8c49-69a33a7495db,claude-code,uncertainty,0.12,,,,,1769948860.308325
5297cf55-bc8e-4de3-9fd1-4aeffc007cb7,a6e1177d-d392-4fdb-972a-e976ae8fc264,claude-code,know,0.85,1.0,-0.15,,,1769950619.650103
5c0f137b-a988-4747-aafa-e0a3b07bb366,a6e1177d-d392-4fdb-972a-e976ae8fc264,claude-code,do,0.85,,,,,1769950619.650103
34b8a590-eeb1-4405-a14a-d719ca377bde,a6e1177d-d392-4fdb-972a-e976ae8fc264,claude-code,context,0.85,0.3333333333333333,0.5167,,,1769950619.650103
a6ee23c8-083b-4772-8ce5-62a5c3ac1d7d,a6e1177d-d392-4fdb-972a-e976ae8fc264,claude-code,clarity,0.85,,,,,1769950619.650103
e2edce3e-83dc-40e8-84a1-6b72047b9c84,a6e1177d-d392-4fdb-972a-e976ae8fc264,claude-code,signal,0.75,1.0,-0.25,,,1769950619.650103
dbac19bb-b5bd-46c0-b199-2ec0e70c578c,a6e1177d-d392-4fdb-972a-e976ae8fc264,claude-code,state,0.8,,,,,1769950619.650103
b2542b3b-c5c5-41d8-8fdd-5f9767f4a8d2,a6e1177d-d392-4fdb-972a-e976ae8fc264,claude-code,change,0.7,,,,,1769950619.650103
8a047842-7b5f-49c2-a222-03fe0872ed3e,a6e1177d-d392-4fdb-972a-e976ae8fc264,claude-code,completion,0.95,,,,,1769950619.650103
135bf851-2bbf-4a76-967c-79bff8528d59,a6e1177d-d392-4fdb-972a-e976ae8fc264,claude-code,impact,0.75,,,,,1769950619.650103
b1062632-85cf-4a32-a01f-ae7397024067,a6e1177d-d392-4fdb-972a-e976ae8fc264,claude-code,uncertainty,0.15,0.18181818181818182,-0.0318,,,1769950619.650103
6ce4ce91-6a23-49ad-b89e-eef8e5dd6125,fadfb1b6-9594-43c1-b218-32c17e275689,claude-code,know,0.9,1.0,-0.1,,,1769951059.085657
db9a7284-45c2-44ae-9605-bdc9bcdef664,fadfb1b6-9594-43c1-b218-32c17e275689,claude-code,do,0.9,,,,,1769951059.085657
b38929ea-5556-4e7b-be85-1d0c3d2d423d,fadfb1b6-9594-43c1-b218-32c17e275689,claude-code,context,0.9,1.0,-0.1,,,1769951059.085657
b58aac17-8dab-4c38-bc3a-168c039caaf5,fadfb1b6-9594-43c1-b218-32c17e275689,claude-code,clarity,0.9,,,,,1769951059.085657
ab209ebc-5105-4444-8d81-8a1b643ec7ca,fadfb1b6-9594-43c1-b218-32c17e275689,claude-code,signal,0.8,1.0,-0.2,,,1769951059.085657
69bb7125-c98e-49f5-9a79-c2bed7911b02,fadfb1b6-9594-43c1-b218-32c17e275689,claude-code,state,0.85,,,,,1769951059.085657
3585a6af-a915-4fe3-b0d6-80fb2cbc7b08,fadfb1b6-9594-43c1-b218-32c17e275689,claude-code,change,0.85,,,,,1769951059.085657
b195df9f-63a5-41a5-b58c-bea7c9ba0e19,fadfb1b6-9594-43c1-b218-32c17e275689,claude-code,completion,0.95,,,,,1769951059.085657
42baa8f8-252c-4a95-8e44-846dd510236b,fadfb1b6-9594-43c1-b218-32c17e275689,claude-code,impact,0.85,,,,,1769951059.085657
202ca406-a57c-4e42-bc8e-a4d9c03688f8,fadfb1b6-9594-43c1-b218-32c17e275689,claude-code,uncertainty,0.1,0.0,0.1,,,1769951059.085657
9440b723-bf1e-4fe4-9726-a840ee48d39d,84f1b8b5-241a-48b0-8d20-8d4eab1f0146,claude-code,know,0.92,1.0,-0.08,,,1769954078.637038
edb2ac23-e882-4437-9816-180289412d65,84f1b8b5-241a-48b0-8d20-8d4eab1f0146,claude-code,do,0.95,,,,,1769954078.637038
9635522a-19bb-45eb-8eaf-ad03ddfc77da,84f1b8b5-241a-48b0-8d20-8d4eab1f0146,claude-code,context,0.9,,,,,1769954078.637038
0a4b9596-7996-477f-859e-f9e3f5fad2da,84f1b8b5-241a-48b0-8d20-8d4eab1f0146,claude-code,clarity,0.88,,,,,1769954078.637038
7187a974-9ae9-4d07-ab22-690879bdefdd,84f1b8b5-241a-48b0-8d20-8d4eab1f0146,claude-code,signal,0.85,1.0,-0.15,,,1769954078.637038
1aa3d026-e916-40c8-99fd-b5ef04af985f,84f1b8b5-241a-48b0-8d20-8d4eab1f0146,claude-code,state,0.9,,,,,1769954078.637038
de380b6c-fce4-4fa5-85c2-cece7c00746c,84f1b8b5-241a-48b0-8d20-8d4eab1f0146,claude-code,change,0.85,,,,,1769954078.637038
16f481ef-c100-4be5-a782-18936fe8dbd7,84f1b8b5-241a-48b0-8d20-8d4eab1f0146,claude-code,completion,0.95,,,,,1769954078.637038
8b2bb5f6-0838-4bf7-95b8-aeb0be5c3cc6,84f1b8b5-241a-48b0-8d20-8d4eab1f0146,claude-code,impact,0.9,,,,,1769954078.637038
55e8238c-4291-4802-94ba-a25c1f520288,84f1b8b5-241a-48b0-8d20-8d4eab1f0146,claude-code,uncertainty,0.1,0.0,0.1,,,1769954078.637038
684e890d-b241-4fe8-ae33-2f49cf80b5bd,dff47577-4480-44c4-980e-533df7c6269f,claude-code,know,0.85,1.0,-0.15,,,1769960802.662894
8bc62d8a-b150-47be-8cb3-f17c9443f41f,dff47577-4480-44c4-980e-533df7c6269f,claude-code,do,0.88,,,,,1769960802.662894
d6bfebbf-5fee-4595-bb08-5bf2e7cc0b78,dff47577-4480-44c4-980e-533df7c6269f,claude-code,context,0.85,1.0,-0.15,,,1769960802.662894
a247f10a-26e1-4160-af52-76e8b70cbb7e,dff47577-4480-44c4-980e-533df7c6269f,claude-code,clarity,0.82,,,,,1769960802.662894
1b08a9b2-9539-44ae-ac06-be79f9fc99e4,dff47577-4480-44c4-980e-533df7c6269f,claude-code,signal,0.8,1.0,-0.2,,,1769960802.662894
71244f63-a4f1-4d2e-9a6b-e44ca1c2275c,dff47577-4480-44c4-980e-533df7c6269f,claude-code,state,0.85,,,,,1769960802.662894
f7a0bc1d-879e-40b9-8ec5-0b966d07613c,dff47577-4480-44c4-980e-533df7c6269f,claude-code,change,0.75,,,,,1769960802.662894
0db43bd7-b353-4249-8f08-89e3dce48e07,dff47577-4480-44c4-980e-533df7c6269f,claude-code,completion,0.95,,,,,1769960802.662894
bd72f11c-5523-4bb8-9473-4587d0d59e8a,dff47577-4480-44c4-980e-533df7c6269f,claude-code,impact,0.8,,,,,1769960802.662894
d4c06d24-202d-45f8-adac-d8e4b77da548,dff47577-4480-44c4-980e-533df7c6269f,claude-code,uncertainty,0.12,0.0,0.12,,,1769960802.662894
a39ed8fb-98af-4668-b0a8-dea413571198,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,know,0.88,1.0,-0.12,,,1769970267.310141
0cb871a9-1c56-48c5-96e7-97954c20b28b,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,do,0.85,1.0,-0.15,,,1769970267.310141
51c31471-de9d-460c-94cf-697f619fad77,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,context,0.9,1.0,-0.1,,,1769970267.310141
96eee96d-1422-47a6-a91f-056132a8b1c1,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,clarity,0.9,,,,,1769970267.310141
dfc71dbd-cc6c-4588-8081-9a2ab0e5014f,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,signal,0.85,1.0,-0.15,,,1769970267.310141
5b9c637c-80d3-437f-8553-0f4ad345e2e1,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,state,0.85,,,,,1769970267.310141
d29d2874-80d9-44c9-b829-45be3e01ed44,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,change,0.8,,,,,1769970267.310141
83b8b973-ce73-4ad2-a9ac-bbb3a2937859,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,completion,1.0,1.0,0.0,,,1769970267.310141
a476feed-7ec6-455b-8b35-16aec8a24656,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,impact,0.95,,,,,1769970267.310141
017c36f4-9b3e-46d2-978f-fac53e6f3030,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,uncertainty,0.1,0.27272727272727276,-0.1727,,,1769970267.310141
c206a6ba-b00e-4fb7-adb1-a80962d3064d,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,know,0.82,1.0,-0.18,,,1769978676.593093
6f8bd6a2-9e2b-4450-8d04-8b1aa1d47d59,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,do,0.78,1.0,-0.22,,,1769978676.593093
e8b6df3e-8e52-4b0d-84fd-36ebb91cd602,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,context,0.85,1.0,-0.15,,,1769978676.593093
e54cb23c-bfb6-4b29-9def-d9988a68e6bc,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,clarity,0.8,,,,,1769978676.593093
43619bd4-6c3c-4b98-8615-7eaeed781195,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,signal,0.75,1.0,-0.25,,,1769978676.593093
d584013d-cd5f-4af8-a33f-eea185c7c769,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,state,0.8,,,,,1769978676.593093
acdf4bf2-696d-4b23-a822-9bed467c1a92,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,change,0.75,,,,,1769978676.593093
a190c7bc-b446-450b-9798-9fdcba1fa0ee,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,completion,1.0,1.0,0.0,,,1769978676.593093
141aa660-d6c0-4e6c-8704-0cb64ba4de59,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,impact,0.75,,,,,1769978676.593093
21d14085-1965-42ea-9c81-8297bbcd5cfe,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,uncertainty,0.18,0.27272727272727276,-0.0927,,,1769978676.593093
79d46e13-5f4b-4975-add3-d103a22c85a6,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,know,0.9,0.5,0.4,,,1769979499.858987
d58c4c85-640b-4fa4-b8a1-2ff5fe00e438,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,do,0.92,,,,,1769979499.858987
85dd7f60-8ff6-4e5a-9d46-ce55876e01dd,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,context,0.88,,,,,1769979499.858987
be1a4fef-cf25-4917-a429-7029ec763071,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,clarity,0.85,,,,,1769979499.858987
34740acb-a8d0-44d2-aad7-665981914f10,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,signal,0.88,1.0,-0.12,,,1769979499.858987
7e6e98ee-9a3d-4f36-9fd5-2202d9da5080,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,state,0.85,,,,,1769979499.858987
2c25b251-39f4-48df-a4aa-73fe26741be8,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,change,0.9,,,,,1769979499.858987
b1777ed5-1600-46aa-b950-3be5b77a0618,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,completion,0.8,,,,,1769979499.858987
9b2c56ea-0462-438f-8083-7b8ca2801303,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,impact,0.92,,,,,1769979499.858987
7c43a218-888f-4233-8e75-115aa9e82f2a,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,uncertainty,0.15,0.0,0.15,,,1769979499.858987
bfbb7f80-5c96-4b93-8240-c316956c0398,1327bc20-fd62-496d-960a-0e829bd3971e,claude-code,know,0.9,1.0,-0.1,,,1769980176.312772
eca75d41-7c12-44e5-96e9-dc97dbdee2ef,1327bc20-fd62-496d-960a-0e829bd3971e,claude-code,do,0.85,,,,,1769980176.312772
04eb6cf4-ae70-4b1d-9e92-13b603fe0795,1327bc20-fd62-496d-960a-0e829bd3971e,claude-code,context,0.9,1.0,-0.1,,,1769980176.312772
754a0857-d9b5-42ff-a632-4dcca7b6bb53,1327bc20-fd62-496d-960a-0e829bd3971e,claude-code,clarity,0.9,,,,,1769980176.312772
fa41ac6a-4fd8-448b-9508-f18f521300cc,1327bc20-fd62-496d-960a-0e829bd3971e,claude-code,signal,0.85,0.6111111111111113,0.2389,,,1769980176.312772
ae17f96f-3637-44a6-8b0a-0b1fe7c8d7a6,1327bc20-fd62-496d-960a-0e829bd3971e,claude-code,state,0.85,,,,,1769980176.312772
b4530fa2-65e3-4e68-acee-a22f8b04fb8a,1327bc20-fd62-496d-960a-0e829bd3971e,claude-code,change,0.7,,,,,1769980176.312772
f10acd8a-d9ae-4d9d-a7d6-ccf502052362,1327bc20-fd62-496d-960a-0e829bd3971e,claude-code,completion,0.9,,,,,1769980176.312772
d012764e-14ba-4dce-9419-b693a2b1e6ec,1327bc20-fd62-496d-960a-0e829bd3971e,claude-code,impact,0.85,0.0,0.85,,,1769980176.312772
3583ad01-3acd-486f-94f9-03aff01b8a6b,1327bc20-fd62-496d-960a-0e829bd3971e,claude-code,uncertainty,0.1,0.0,0.1,,,1769980176.312772
41b9f80e-f092-42e3-b259-da173a8828c0,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,know,0.85,0.5,0.35,,,1769981211.252875
d4874e91-f843-476e-b50a-0bc4a6a1096d,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,do,0.9,,,,,1769981211.252875
2882b7a7-1804-4421-bc95-11acb67db07a,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,context,0.8,,,,,1769981211.252875
7d4b9ecb-1222-44b1-970f-dd27ebca09c9,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,clarity,0.85,,,,,1769981211.252875
2f1da12d-7b85-4da3-92e6-387073eed78b,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,signal,0.85,1.0,-0.15,,,1769981211.252875
3d3038ec-0591-4309-accf-c6f20fb71b7b,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,state,0.85,,,,,1769981211.252875
93c33554-874a-42bc-8a5b-05d23f0f93b2,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,change,0.8,,,,,1769981211.252875
822b3013-5099-4f71-99bd-8af8c2e81d33,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,completion,0.9,,,,,1769981211.252875
ff36b17e-e756-4d98-83a2-139982b5bbc8,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,impact,0.9,,,,,1769981211.252875
419c9b4f-44bd-4af7-8fb5-5ef2dbf44c8a,a8569166-3094-47a8-b1c1-01783176c92e,claude-code,uncertainty,0.15,0.0,0.15,,,1769981211.252875
a939779d-3a11-46db-a9a7-a3888ec6fbc4,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,know,0.8,1.0,-0.2,,,1770025088.156357
a587b943-b314-427b-a9a8-ce47fb0f9908,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,do,0.75,1.0,-0.25,,,1770025088.156357
5220f881-91ae-438c-9f21-05da1d125ec1,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,context,0.85,1.0,-0.15,,,1770025088.156357
7b6e38a8-f944-4770-9fc9-6a5883019f6d,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,clarity,0.8,,,,,1770025088.156357
d79860df-9e7d-4d71-a4f0-b801b2a30504,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,signal,0.75,1.0,-0.25,,,1770025088.156357
0ca319ff-14fd-45f0-9f6d-e1ae4977b4a4,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,state,0.8,,,,,1770025088.156357
10b35a4b-9a10-4282-bb8f-3bd308b3c49a,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,change,0.65,,,,,1770025088.156357
55aa6b71-7a77-4a71-9213-b42fa6fe34e4,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,completion,0.9,1.0,-0.1,,,1770025088.156357
8bc21e1b-e2c4-40b7-b709-60d3f850c07a,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,impact,0.7,,,,,1770025088.156357
fe600250-85d8-435e-aa8c-ebfbcc8dc314,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,uncertainty,0.2,0.18181818181818182,0.0182,,,1770025088.156357
600738b3-b957-4c58-8872-f7653f8089b4,aa5948d7-eae6-43cb-abb2-b9a4322b1d64,claude-code,know,0.82,1.0,-0.18,,,1770025128.485766
fb0a25df-88e6-4e5e-a555-5add19b76de7,aa5948d7-eae6-43cb-abb2-b9a4322b1d64,claude-code,do,0.9,,,,,1770025128.485766
2552f7b0-b4eb-4140-a40e-47af86d1b966,aa5948d7-eae6-43cb-abb2-b9a4322b1d64,claude-code,context,0.85,1.0,-0.15,,,1770025128.485766
7bf0871a-bbda-4c62-9a06-8bb18eca38b3,aa5948d7-eae6-43cb-abb2-b9a4322b1d64,claude-code,clarity,0.9,,,,,1770025128.485766
aad8ccca-6f08-4533-8578-af3a734a3905,aa5948d7-eae6-43cb-abb2-b9a4322b1d64,claude-code,signal,0.8,1.0,-0.2,,,1770025128.485766
d346d08e-0757-4a82-ad7b-9b7007a17646,aa5948d7-eae6-43cb-abb2-b9a4322b1d64,claude-code,state,0.8,,,,,1770025128.485766
5b1d71ba-4fea-4fed-b635-6f2161bc4066,aa5948d7-eae6-43cb-abb2-b9a4322b1d64,claude-code,change,0.6,,,,,1770025128.485766
fb12175b-7276-43d5-95be-98dfb564a59b,aa5948d7-eae6-43cb-abb2-b9a4322b1d64,claude-code,completion,0.85,,,,,1770025128.485766
6cb1aaea-3b3b-44a4-b7f6-088389986f4d,aa5948d7-eae6-43cb-abb2-b9a4322b1d64,claude-code,impact,0.7,,,,,1770025128.485766
d255bbde-2111-4042-b824-aefd1c37a034,aa5948d7-eae6-43cb-abb2-b9a4322b1d64,claude-code,uncertainty,0.15,0.0,0.15,,,1770025128.485766
9cf64aeb-4230-4cbd-a43c-17ea2068f0ea,236a6607-8802-495b-8aab-7551c0d7a993,claude-code,know,0.9,1.0,-0.1,,,1770028030.722844
b8cb1836-3f17-48e6-99a0-2c3b36623e8c,236a6607-8802-495b-8aab-7551c0d7a993,claude-code,do,0.92,,,,,1770028030.722844
07f831be-091a-42c4-98c0-46dd031b663b,236a6607-8802-495b-8aab-7551c0d7a993,claude-code,context,0.88,1.0,-0.12,,,1770028030.722844
a071fb7d-bdf8-4f92-9a2e-3a2918b275e2,236a6607-8802-495b-8aab-7551c0d7a993,claude-code,clarity,0.92,,,,,1770028030.722844
3312ab80-f686-4fec-acc8-e981c4a63b21,236a6607-8802-495b-8aab-7551c0d7a993,claude-code,signal,0.85,1.0,-0.15,,,1770028030.722844
f4ddcebd-a1be-4750-8ad2-c9e0b75c244a,236a6607-8802-495b-8aab-7551c0d7a993,claude-code,state,0.85,,,,,1770028030.722844
9a939908-72a1-4689-9d07-f88e7b1ce14a,236a6607-8802-495b-8aab-7551c0d7a993,claude-code,change,0.65,,,,,1770028030.722844
2b696973-3f6d-4152-840b-562f2ad736b2,236a6607-8802-495b-8aab-7551c0d7a993,claude-code,completion,0.9,,,,,1770028030.722844
e9cff6bc-10a4-4697-91e2-cf9fab1771d1,236a6607-8802-495b-8aab-7551c0d7a993,claude-code,impact,0.7,,,,,1770028030.722844
ea6e6a1e-cf86-4e3d-8d99-1986584b1cc4,236a6607-8802-495b-8aab-7551c0d7a993,claude-code,uncertainty,0.12,0.0,0.12,,,1770028030.722844
c6b1f73a-724b-40c2-bad8-3f11b519b168,bc16edc2-06c6-4f7d-89b9-29c0d9bc4552,claude-code,know,0.7,1.0,-0.3,,,1770029457.240552
